date,product_code,customer_code,sold_quantity
2019-04-01,A0118150101,90014136,3
2019-04-01,A0118150101,90014138,3
2019-04-01,A0118150101,90014139,2
2019-04-01,A0118150101,90014140,2
2019-04-01,A0118150101,90016171,4
2019-04-01,A0118150101,90016172,1
2019-04-01,A0118150101,90016174,3
2019-04-01,A0118150101,90016175,3
2019-04-01,A0118150101,90016176,2
2019-04-01,A0118150101,90017050,2
2019-04-01,A0118150101,90017051,6
2019-04-01,A0118150101,90017052,2
2019-04-01,A0118150101,90017054,3
2019-04-01,A0118150101,90017055,7
2019-04-01,A0118150101,90017056,3
2019-04-01,A0118150101,90017058,2
2019-04-01,A0118150101,90017059,2
2019-04-01,A0118150101,90019200,1
2019-04-01,A0118150101,90019203,1
2019-04-01,A0118150101,90021086,7
2019-04-01,A0118150101,90021087,15
2019-04-01,A0118150101,90021088,12
2019-04-01,A0118150101,90021090,15
2019-04-01,A0118150101,90021091,10
2019-04-01,A0118150101,90021092,15
2019-04-01,A0118150101,90021094,13
2019-04-01,A0118150101,90021095,4
2019-04-01,A0118150101,90022071,71
2019-04-01,A0118150101,90022072,62
2019-04-01,A0118150101,90022074,79
2019-04-01,A0118150101,90022075,32
2019-04-01,A0118150101,90022076,58
2019-04-01,A0118150101,90022078,68
2019-04-01,A0118150101,90022079,9
2019-04-01,A0118150101,90022080,18
2019-04-01,A0118150101,90022082,10
2019-04-01,A0118150101,90022083,48
2019-04-01,A0118150101,90023022,7
2019-04-01,A0118150101,90023023,45
2019-04-01,A0118150101,90023024,12
2019-04-01,A0118150101,90023026,12
2019-04-01,A0118150101,90023027,24
2019-04-01,A0118150101,90023028,9
2019-04-01,A0118150101,90023030,8
2019-04-01,A0118150101,90027207,10
2019-05-01,A0118150101,70002017,35
2019-05-01,A0118150101,70002018,129
2019-05-01,A0118150101,70003181,30
2019-05-01,A0118150101,70003182,16
2019-05-01,A0118150101,70005163,2
2019-05-01,A0118150101,70006157,27
2019-05-01,A0118150101,70006158,36
2019-05-01,A0118150101,70007198,26
2019-05-01,A0118150101,70007199,12
2019-05-01,A0118150101,70008169,6
2019-05-01,A0118150101,70008170,24
2019-05-01,A0118150101,70010047,6
2019-05-01,A0118150101,70011193,14
2019-05-01,A0118150101,70011194,20
2019-05-01,A0118150101,70012042,12
2019-05-01,A0118150101,70012043,13
2019-05-01,A0118150101,70013125,5
2019-05-01,A0118150101,70013126,10
2019-05-01,A0118150101,70014142,2
2019-05-01,A0118150101,70014143,2
2019-05-01,A0118150101,70016177,5
2019-05-01,A0118150101,70016178,2
2019-05-01,A0118150101,70022085,57
2019-05-01,A0118150101,70023031,31
2019-05-01,A0118150101,70026206,4
2019-05-01,A0118150101,80001019,15
2019-05-01,A0118150101,80006154,93
2019-05-01,A0118150101,80006155,52
2019-05-01,A0118150101,80007195,196
2019-05-01,A0118150101,90001021,15
2019-05-01,A0118150101,90002001,14
2019-05-01,A0118150101,90002002,54
2019-05-01,A0118150101,90002003,54
2019-05-01,A0118150101,90002005,71
2019-05-01,A0118150101,90002006,23
2019-05-01,A0118150101,90002007,108
2019-05-01,A0118150101,90002009,122
2019-05-01,A0118150101,90002010,129
2019-05-01,A0118150101,90002011,46
2019-05-01,A0118150101,90002013,14
2019-05-01,A0118150101,90002014,30
2019-05-01,A0118150101,90002015,93
2019-05-01,A0118150101,90003179,12
2019-05-01,A0118150101,90005159,11
2019-05-01,A0118150101,90005161,11
2019-05-01,A0118150101,90005162,6
2019-05-01,A0118150101,90006153,29
2019-05-01,A0118150101,90007197,22
2019-05-01,A0118150101,90008165,14
2019-05-01,A0118150101,90008166,9
2019-05-01,A0118150101,90008167,22
2019-05-01,A0118150101,90010045,4
2019-05-01,A0118150101,90010046,8
2019-05-01,A0118150101,90011185,30
2019-05-01,A0118150101,90011186,10
2019-05-01,A0118150101,90011187,34
2019-05-01,A0118150101,90011189,14
2019-05-01,A0118150101,90011190,25
2019-05-01,A0118150101,90011191,14
2019-05-01,A0118150101,90012033,8
2019-05-01,A0118150101,90012034,17
2019-05-01,A0118150101,90012035,10
2019-05-01,A0118150101,90012037,17
2019-05-01,A0118150101,90012038,16
2019-05-01,A0118150101,90012039,12
2019-05-01,A0118150101,90012041,4
2019-05-01,A0118150101,90013117,8
2019-05-01,A0118150101,90013118,15
2019-05-01,A0118150101,90013119,17
2019-05-01,A0118150101,90013121,11
2019-05-01,A0118150101,90013122,12
2019-05-01,A0118150101,90013123,21
2019-05-01,A0118150101,90014135,1
2019-05-01,A0118150101,90014137,2
2019-05-01,A0118150101,90014138,3
2019-05-01,A0118150101,90014139,2
2019-05-01,A0118150101,90014141,3
2019-05-01,A0118150101,90016171,2
2019-05-01,A0118150101,90016173,6
2019-05-01,A0118150101,90016174,2
2019-05-01,A0118150101,90016175,3
2019-05-01,A0118150101,90017049,2
2019-05-01,A0118150101,90017050,1
2019-05-01,A0118150101,90017051,5
2019-05-01,A0118150101,90017053,3
2019-05-01,A0118150101,90017054,5
2019-05-01,A0118150101,90017055,5
2019-05-01,A0118150101,90017057,2
2019-05-01,A0118150101,90017058,2
2019-05-01,A0118150101,90017059,2
2019-05-01,A0118150101,90019201,1
2019-05-01,A0118150101,90021086,5
2019-05-01,A0118150101,90021087,9
2019-05-01,A0118150101,90021089,6
2019-05-01,A0118150101,90021090,4
2019-05-01,A0118150101,90021091,11
2019-05-01,A0118150101,90021093,16
2019-05-01,A0118150101,90021094,4
2019-05-01,A0118150101,90021095,7
2019-05-01,A0118150101,90022071,53
2019-05-01,A0118150101,90022073,31
2019-05-01,A0118150101,90022074,72
2019-05-01,A0118150101,90022075,76
2019-05-01,A0118150101,90022077,61
2019-05-01,A0118150101,90022078,17
2019-05-01,A0118150101,90022079,10
2019-05-01,A0118150101,90022081,17
2019-05-01,A0118150101,90022082,27
2019-05-01,A0118150101,90022083,26
2019-05-01,A0118150101,90023022,31
2019-05-01,A0118150101,90023023,30
2019-05-01,A0118150101,90023025,6
2019-05-01,A0118150101,90023026,5
2019-05-01,A0118150101,90023027,5
2019-05-01,A0118150101,90023029,26
2019-05-01,A0118150101,90023030,8
2019-05-01,A0118150101,90026205,11
2019-05-01,A0118150101,90027207,6
2019-06-01,A0118150101,70002017,104
2019-06-01,A0118150101,70002018,79
2019-06-01,A0118150101,70003181,28
2019-06-01,A0118150101,70003182,21
2019-06-01,A0118150101,70006157,16
2019-06-01,A0118150101,70006158,17
2019-06-01,A0118150101,70007198,42
2019-06-01,A0118150101,70008169,24
2019-06-01,A0118150101,70008170,37
2019-06-01,A0118150101,70010048,2
2019-06-01,A0118150101,70011193,27
2019-06-01,A0118150101,70011194,34
2019-06-01,A0118150101,70012042,15
2019-06-01,A0118150101,70013125,4
2019-06-01,A0118150101,70013126,7
2019-06-01,A0118150101,70014142,1
2019-06-01,A0118150101,70016177,2
2019-06-01,A0118150101,70016178,3
2019-06-01,A0118150101,70017060,4
2019-06-01,A0118150101,70019204,1
2019-06-01,A0118150101,70021096,2
2019-06-01,A0118150101,70022084,20
2019-06-01,A0118150101,70022085,18
2019-06-01,A0118150101,70023032,11
2019-06-01,A0118150101,70026206,10
2019-06-01,A0118150101,70027208,13
2019-06-01,A0118150101,80006154,111
2019-06-01,A0118150101,80007196,281
2019-06-01,A0118150101,90001020,17
2019-06-01,A0118150101,90001021,13
2019-06-01,A0118150101,90002001,33
2019-06-01,A0118150101,90002002,96
2019-06-01,A0118150101,90002004,54
2019-06-01,A0118150101,90002005,61
2019-06-01,A0118150101,90002006,73
2019-06-01,A0118150101,90002008,27
2019-06-01,A0118150101,90002009,142
2019-06-01,A0118150101,90002010,46
2019-06-01,A0118150101,90002012,56
2019-06-01,A0118150101,90002013,122
2019-06-01,A0118150101,90002014,41
2019-06-01,A0118150101,90002016,103
2019-06-01,A0118150101,90003180,7
2019-06-01,A0118150101,90005160,8
2019-06-01,A0118150101,90005161,5
2019-06-01,A0118150101,90005162,4
2019-06-01,A0118150101,90006153,13
2019-06-01,A0118150101,90006156,13
2019-06-01,A0118150101,90007197,42
2019-06-01,A0118150101,90008164,40
2019-06-01,A0118150101,90008165,36
2019-06-01,A0118150101,90008166,39
2019-06-01,A0118150101,90008168,23
2019-06-01,A0118150101,90010044,9
2019-06-01,A0118150101,90010045,8
2019-06-01,A0118150101,90010046,9
2019-06-01,A0118150101,90011185,10
2019-06-01,A0118150101,90011186,15
2019-06-01,A0118150101,90011188,25
2019-06-01,A0118150101,90011189,34
2019-06-01,A0118150101,90011190,9
2019-06-01,A0118150101,90011192,14
2019-06-01,A0118150101,90012033,19
2019-06-01,A0118150101,90012034,14
2019-06-01,A0118150101,90012036,15
2019-06-01,A0118150101,90012037,11
2019-06-01,A0118150101,90012038,18
2019-06-01,A0118150101,90012040,15
2019-06-01,A0118150101,90012041,4
2019-06-01,A0118150101,90013116,5
2019-06-01,A0118150101,90013117,3
2019-06-01,A0118150101,90013118,22
2019-06-01,A0118150101,90013120,11
2019-06-01,A0118150101,90013121,9
2019-06-01,A0118150101,90013122,10
2019-06-01,A0118150101,90013124,13
2019-06-01,A0118150101,90014136,1
2019-06-01,A0118150101,90014137,1
2019-06-01,A0118150101,90014138,1
2019-06-01,A0118150101,90014140,1
2019-06-01,A0118150101,90014141,3
2019-06-01,A0118150101,90016172,4
2019-06-01,A0118150101,90016173,4
2019-06-01,A0118150101,90016174,2
2019-06-01,A0118150101,90016176,5
2019-06-01,A0118150101,90017049,4
2019-06-01,A0118150101,90017050,2
2019-06-01,A0118150101,90017052,6
2019-06-01,A0118150101,90017053,1
2019-06-01,A0118150101,90017054,6
2019-06-01,A0118150101,90017056,1
2019-06-01,A0118150101,90017057,6
2019-06-01,A0118150101,90017058,6
2019-06-01,A0118150101,90019201,1
2019-06-01,A0118150101,90021086,11
2019-06-01,A0118150101,90021088,9
2019-06-01,A0118150101,90021089,15
2019-06-01,A0118150101,90021090,14
2019-06-01,A0118150101,90021092,4
2019-06-01,A0118150101,90021093,8
2019-06-01,A0118150101,90021094,13
2019-06-01,A0118150101,90022072,77
2019-06-01,A0118150101,90022073,47
2019-06-01,A0118150101,90022074,39
2019-06-01,A0118150101,90022076,62
2019-06-01,A0118150101,90022077,32
2019-06-01,A0118150101,90022078,53
2019-06-01,A0118150101,90022080,36
2019-06-01,A0118150101,90022081,65
2019-06-01,A0118150101,90022082,62
2019-06-01,A0118150101,90023022,28
2019-06-01,A0118150101,90023024,25
2019-06-01,A0118150101,90023025,8
2019-06-01,A0118150101,90023026,11
2019-06-01,A0118150101,90023028,13
2019-06-01,A0118150101,90023029,19
2019-06-01,A0118150101,90023030,24
2019-06-01,A0118150101,90026205,5
2019-07-01,A0118150101,70002017,97
2019-07-01,A0118150101,70003181,26
2019-07-01,A0118150101,70005163,11
2019-07-01,A0118150101,70006157,27
2019-07-01,A0118150101,70007199,19
2019-07-01,A0118150101,70008169,34
2019-07-01,A0118150101,70010047,9
2019-07-01,A0118150101,70010048,6
2019-07-01,A0118150101,70011193,32
2019-07-01,A0118150101,70012043,3
2019-07-01,A0118150101,70013125,3
2019-07-01,A0118150101,70014143,2
2019-07-01,A0118150101,70016177,1
2019-07-01,A0118150101,70017060,4
2019-07-01,A0118150101,70019204,1
2019-07-01,A0118150101,70021096,6
2019-07-01,A0118150101,70022084,33
2019-07-01,A0118150101,70022085,75
2019-07-01,A0118150101,70023031,24
2019-07-01,A0118150101,70023032,17
2019-07-01,A0118150101,70027208,6
2019-07-01,A0118150101,80001019,14
2019-07-01,A0118150101,80006155,81
2019-07-01,A0118150101,80007195,55
2019-07-01,A0118150101,80007196,225
2019-07-01,A0118150101,90001020,12
2019-07-01,A0118150101,90001021,2
2019-07-01,A0118150101,90002001,66
2019-07-01,A0118150101,90002003,125
2019-07-01,A0118150101,90002004,75
2019-07-01,A0118150101,90002005,94
2019-07-01,A0118150101,90002007,86
2019-07-01,A0118150101,90002008,137
2019-07-01,A0118150101,90002009,169
2019-07-01,A0118150101,90002011,76
2019-07-01,A0118150101,90002012,60
2019-07-01,A0118150101,90002013,82
2019-07-01,A0118150101,90002015,42
2019-07-01,A0118150101,90002016,60
2019-07-01,A0118150101,90003179,46
2019-07-01,A0118150101,90003180,41
2019-07-01,A0118150101,90005159,3
2019-07-01,A0118150101,90005160,6
2019-07-01,A0118150101,90005161,4
2019-07-01,A0118150101,90006153,19
2019-07-01,A0118150101,90006156,27
2019-07-01,A0118150101,90007197,58
2019-07-01,A0118150101,90008164,30
2019-07-01,A0118150101,90008165,31
2019-07-01,A0118150101,90008167,33
2019-07-01,A0118150101,90008168,6
2019-07-01,A0118150101,90010044,6
2019-07-01,A0118150101,90010045,6
2019-07-01,A0118150101,90011185,6
2019-07-01,A0118150101,90011187,24
2019-07-01,A0118150101,90011188,31
2019-07-01,A0118150101,90011189,19
2019-07-01,A0118150101,90011191,13
2019-07-01,A0118150101,90011192,14
2019-07-01,A0118150101,90012033,18
2019-07-01,A0118150101,90012035,14
2019-07-01,A0118150101,90012036,22
2019-07-01,A0118150101,90012037,23
2019-07-01,A0118150101,90012039,12
2019-07-01,A0118150101,90012040,7
2019-07-01,A0118150101,90012041,9
2019-07-01,A0118150101,90013116,11
2019-07-01,A0118150101,90013117,22
2019-07-01,A0118150101,90013119,7
2019-07-01,A0118150101,90013120,10
2019-07-01,A0118150101,90013121,11
2019-07-01,A0118150101,90013123,12
2019-07-01,A0118150101,90013124,12
2019-07-01,A0118150101,90014135,1
2019-07-01,A0118150101,90014136,1
2019-07-01,A0118150101,90014137,2
2019-07-01,A0118150101,90014139,1
2019-07-01,A0118150101,90014140,3
2019-07-01,A0118150101,90014141,2
2019-07-01,A0118150101,90016171,1
2019-07-01,A0118150101,90016172,3
2019-07-01,A0118150101,90016173,5
2019-07-01,A0118150101,90016175,3
2019-07-01,A0118150101,90016176,3
2019-07-01,A0118150101,90017049,4
2019-07-01,A0118150101,90017051,4
2019-07-01,A0118150101,90017052,5
2019-07-01,A0118150101,90017053,4
2019-07-01,A0118150101,90017055,1
2019-07-01,A0118150101,90017056,6
2019-07-01,A0118150101,90017057,3
2019-07-01,A0118150101,90017059,5
2019-07-01,A0118150101,90019200,1
2019-07-01,A0118150101,90021087,3
2019-07-01,A0118150101,90021088,17
2019-07-01,A0118150101,90021089,6
2019-07-01,A0118150101,90021091,5
2019-07-01,A0118150101,90021092,8
2019-07-01,A0118150101,90021093,16
2019-07-01,A0118150101,90021095,8
2019-07-01,A0118150101,90022071,49
2019-07-01,A0118150101,90022072,26
2019-07-01,A0118150101,90022073,16
2019-07-01,A0118150101,90022075,43
2019-07-01,A0118150101,90022076,46
2019-07-01,A0118150101,90022077,19
2019-07-01,A0118150101,90022079,64
2019-07-01,A0118150101,90022080,74
2019-07-01,A0118150101,90022081,69
2019-07-01,A0118150101,90022083,35
2019-07-01,A0118150101,90023023,10
2019-07-01,A0118150101,90023024,4
2019-07-01,A0118150101,90023025,4
2019-07-01,A0118150101,90023027,23
2019-07-01,A0118150101,90023028,30
2019-07-01,A0118150101,90023029,5
2019-07-01,A0118150101,90026205,3
2019-07-01,A0118150101,90027207,12
2019-08-01,A0118150101,70002018,46
2019-08-01,A0118150101,70003182,17
2019-08-01,A0118150101,70005163,5
2019-08-01,A0118150101,70006158,27
2019-08-01,A0118150101,70007198,38
2019-08-01,A0118150101,70007199,29
2019-08-01,A0118150101,70008170,35
2019-08-01,A0118150101,70010047,9
2019-08-01,A0118150101,70010048,2
2019-08-01,A0118150101,70011194,9
2019-08-01,A0118150101,70012042,21
2019-08-01,A0118150101,70012043,13
2019-08-01,A0118150101,70013126,3
2019-08-01,A0118150101,70014142,2
2019-08-01,A0118150101,70014143,2
2019-08-01,A0118150101,70016178,3
2019-08-01,A0118150101,70017060,6
2019-08-01,A0118150101,70019204,1
2019-08-01,A0118150101,70021096,12
2019-08-01,A0118150101,70022084,65
2019-08-01,A0118150101,70023031,8
2019-08-01,A0118150101,70023032,10
2019-08-01,A0118150101,70026206,7
2019-08-01,A0118150101,70027208,10
2019-08-01,A0118150101,80001019,47
2019-08-01,A0118150101,80006154,55
2019-08-01,A0118150101,80006155,115
2019-08-01,A0118150101,80007195,237
2019-08-01,A0118150101,80007196,203
2019-08-01,A0118150101,90001020,17
2019-08-01,A0118150101,90002002,47
2019-08-01,A0118150101,90002003,89
2019-08-01,A0118150101,90002004,72
2019-08-01,A0118150101,90002006,90
2019-08-01,A0118150101,90002007,41
2019-08-01,A0118150101,90002008,161
2019-08-01,A0118150101,90002010,102
2019-08-01,A0118150101,90002011,49
2019-08-01,A0118150101,90002012,92
2019-08-01,A0118150101,90002014,46
2019-08-01,A0118150101,90002015,126
2019-08-01,A0118150101,90002016,96
2019-08-01,A0118150101,90003179,11
2019-08-01,A0118150101,90003180,19
2019-08-01,A0118150101,90005159,5
2019-08-01,A0118150101,90005160,2
2019-08-01,A0118150101,90005162,7
2019-08-01,A0118150101,90006156,4
2019-08-01,A0118150101,90008164,32
2019-08-01,A0118150101,90008166,38
2019-08-01,A0118150101,90008167,16
2019-08-01,A0118150101,90008168,23
2019-08-01,A0118150101,90010044,8
2019-08-01,A0118150101,90010046,2
2019-08-01,A0118150101,90011186,7
2019-08-01,A0118150101,90011187,18
2019-08-01,A0118150101,90011188,20
2019-08-01,A0118150101,90011190,21
2019-08-01,A0118150101,90011191,15
2019-08-01,A0118150101,90011192,18
2019-08-01,A0118150101,90012034,17
2019-08-01,A0118150101,90012035,18
2019-08-01,A0118150101,90012036,15
2019-08-01,A0118150101,90012038,20
2019-08-01,A0118150101,90012039,9
2019-08-01,A0118150101,90012040,11
2019-08-01,A0118150101,90013116,16
2019-08-01,A0118150101,90013118,13
2019-08-01,A0118150101,90013119,19
2019-08-01,A0118150101,90013120,15
2019-08-01,A0118150101,90013122,17
2019-08-01,A0118150101,90013123,11
2019-08-01,A0118150101,90013124,7
2019-08-01,A0118150101,90014135,3
2019-08-01,A0118150101,90014136,3
2019-08-01,A0118150101,90014138,1
2019-08-01,A0118150101,90014139,1
2019-08-01,A0118150101,90014140,1
2019-08-01,A0118150101,90016171,1
2019-08-01,A0118150101,90016172,5
2019-08-01,A0118150101,90016174,1
2019-08-01,A0118150101,90016175,4
2019-08-01,A0118150101,90016176,4
2019-08-01,A0118150101,90017050,4
2019-08-01,A0118150101,90017051,5
2019-08-01,A0118150101,90017052,3
2019-08-01,A0118150101,90017054,3
2019-08-01,A0118150101,90017055,4
2019-08-01,A0118150101,90017056,3
2019-08-01,A0118150101,90017058,5
2019-08-01,A0118150101,90017059,3
2019-08-01,A0118150101,90019200,1
2019-08-01,A0118150101,90019202,1
2019-08-01,A0118150101,90019203,1
2019-08-01,A0118150101,90021086,13
2019-08-01,A0118150101,90021087,7
2019-08-01,A0118150101,90021088,9
2019-08-01,A0118150101,90021090,7
2019-08-01,A0118150101,90021091,5
2019-08-01,A0118150101,90021092,15
2019-08-01,A0118150101,90021094,14
2019-08-01,A0118150101,90021095,5
2019-08-01,A0118150101,90022071,8
2019-08-01,A0118150101,90022072,74
2019-08-01,A0118150101,90022074,69
2019-08-01,A0118150101,90022075,16
2019-08-01,A0118150101,90022076,47
2019-08-01,A0118150101,90022078,35
2019-08-01,A0118150101,90022079,75
2019-08-01,A0118150101,90022080,54
2019-08-01,A0118150101,90022082,22
2019-08-01,A0118150101,90022083,53
2019-08-01,A0118150101,90023022,8
2019-08-01,A0118150101,90023023,10
2019-08-01,A0118150101,90023024,16
2019-08-01,A0118150101,90023026,16
2019-08-01,A0118150101,90023027,27
2019-08-01,A0118150101,90023028,6
2019-08-01,A0118150101,90023030,11
2019-08-01,A0118150101,90027207,7
2019-09-01,A0118150101,70002017,137
2019-09-01,A0118150101,70002018,47
2019-09-01,A0118150101,70003181,57
2019-09-01,A0118150101,70003182,63
2019-09-01,A0118150101,70004069,9
2019-09-01,A0118150101,70004070,3
2019-09-01,A0118150101,70005163,41
2019-09-01,A0118150101,70006157,61
2019-09-01,A0118150101,70006158,44
2019-09-01,A0118150101,70007198,51
2019-09-01,A0118150101,70007199,46
2019-09-01,A0118150101,70008169,74
2019-09-01,A0118150101,70008170,75
2019-09-01,A0118150101,70009133,14
2019-09-01,A0118150101,70009134,12
2019-09-01,A0118150101,70010047,11
2019-09-01,A0118150101,70011193,6
2019-09-01,A0118150101,70011194,16
2019-09-01,A0118150101,70012042,17
2019-09-01,A0118150101,70012043,20
2019-09-01,A0118150101,70013125,7
2019-09-01,A0118150101,70013126,4
2019-09-01,A0118150101,70014142,19
2019-09-01,A0118150101,70014143,16
2019-09-01,A0118150101,70015151,13
2019-09-01,A0118150101,70016177,5
2019-09-01,A0118150101,70016178,16
2019-09-01,A0118150101,70018115,11
2019-09-01,A0118150101,70022085,40
2019-09-01,A0118150101,70023031,29
2019-09-01,A0118150101,70026206,16
2019-09-01,A0118150101,80001019,56
2019-09-01,A0118150101,80006154,90
2019-09-01,A0118150101,80006155,120
2019-09-01,A0118150101,80007195,131
2019-09-01,A0118150101,90001021,52
2019-09-01,A0118150101,90002001,113
2019-09-01,A0118150101,90002002,151
2019-09-01,A0118150101,90002003,44
2019-09-01,A0118150101,90002005,52
2019-09-01,A0118150101,90002006,143
2019-09-01,A0118150101,90002007,114
2019-09-01,A0118150101,90002009,128
2019-09-01,A0118150101,90002010,59
2019-09-01,A0118150101,90002011,54
2019-09-01,A0118150101,90002013,137
2019-09-01,A0118150101,90002014,166
2019-09-01,A0118150101,90002015,91
2019-09-01,A0118150101,90003179,52
2019-09-01,A0118150101,90004061,2
2019-09-01,A0118150101,90004062,10
2019-09-01,A0118150101,90004063,1
2019-09-01,A0118150101,90004065,5
2019-09-01,A0118150101,90004066,11
2019-09-01,A0118150101,90004067,9
2019-09-01,A0118150101,90005159,48
2019-09-01,A0118150101,90005161,8
2019-09-01,A0118150101,90005162,43
2019-09-01,A0118150101,90006153,32
2019-09-01,A0118150101,90007197,87
2019-09-01,A0118150101,90008165,75
2019-09-01,A0118150101,90008166,20
2019-09-01,A0118150101,90008167,10
2019-09-01,A0118150101,90009127,13
2019-09-01,A0118150101,90009129,14
2019-09-01,A0118150101,90009130,12
2019-09-01,A0118150101,90009131,10
2019-09-01,A0118150101,90010045,24
2019-09-01,A0118150101,90010046,9
2019-09-01,A0118150101,90011185,46
2019-09-01,A0118150101,90011186,10
2019-09-01,A0118150101,90011187,14
2019-09-01,A0118150101,90011189,33
2019-09-01,A0118150101,90011190,29
2019-09-01,A0118150101,90011191,42
2019-09-01,A0118150101,90012033,22
2019-09-01,A0118150101,90012034,5
2019-09-01,A0118150101,90012035,31
2019-09-01,A0118150101,90012037,27
2019-09-01,A0118150101,90012038,7
2019-09-01,A0118150101,90012039,12
2019-09-01,A0118150101,90012041,10
2019-09-01,A0118150101,90013117,28
2019-09-01,A0118150101,90013118,25
2019-09-01,A0118150101,90013119,17
2019-09-01,A0118150101,90013121,28
2019-09-01,A0118150101,90013122,16
2019-09-01,A0118150101,90013123,27
2019-09-01,A0118150101,90014135,13
2019-09-01,A0118150101,90014137,16
2019-09-01,A0118150101,90014138,13
2019-09-01,A0118150101,90014139,15
2019-09-01,A0118150101,90014141,8
2019-09-01,A0118150101,90015145,4
2019-09-01,A0118150101,90015146,9
2019-09-01,A0118150101,90015147,6
2019-09-01,A0118150101,90015149,7
2019-09-01,A0118150101,90015150,9
2019-09-01,A0118150101,90016171,17
2019-09-01,A0118150101,90016173,16
2019-09-01,A0118150101,90016174,7
2019-09-01,A0118150101,90016175,15
2019-09-01,A0118150101,90017049,4
2019-09-01,A0118150101,90017050,13
2019-09-01,A0118150101,90017051,23
2019-09-01,A0118150101,90017053,7
2019-09-01,A0118150101,90017054,16
2019-09-01,A0118150101,90017055,10
2019-09-01,A0118150101,90017057,15
2019-09-01,A0118150101,90017058,15
2019-09-01,A0118150101,90017059,10
2019-09-01,A0118150101,90018105,9
2019-09-01,A0118150101,90018106,11
2019-09-01,A0118150101,90018107,2
2019-09-01,A0118150101,90018109,8
2019-09-01,A0118150101,90018110,11
2019-09-01,A0118150101,90018111,4
2019-09-01,A0118150101,90018113,3
2019-09-01,A0118150101,90018114,4
2019-09-01,A0118150101,90019201,2
2019-09-01,A0118150101,90019202,1
2019-09-01,A0118150101,90019203,2
2019-09-01,A0118150101,90020097,1
2019-09-01,A0118150101,90020099,1
2019-09-01,A0118150101,90020101,1
2019-09-01,A0118150101,90020103,1
2019-09-01,A0118150101,90021086,22
2019-09-01,A0118150101,90021087,26
2019-09-01,A0118150101,90021089,16
2019-09-01,A0118150101,90021090,35
2019-09-01,A0118150101,90021091,12
2019-09-01,A0118150101,90021093,43
2019-09-01,A0118150101,90021094,25
2019-09-01,A0118150101,90021095,30
2019-09-01,A0118150101,90022071,68
2019-09-01,A0118150101,90022073,72
2019-09-01,A0118150101,90022074,71
2019-09-01,A0118150101,90022075,49
2019-09-01,A0118150101,90022077,108
2019-09-01,A0118150101,90022078,74
2019-09-01,A0118150101,90022079,89
2019-09-01,A0118150101,90022081,149
2019-09-01,A0118150101,90022082,42
2019-09-01,A0118150101,90022083,45
2019-09-01,A0118150101,90023022,43
2019-09-01,A0118150101,90023023,35
2019-09-01,A0118150101,90023025,29
2019-09-01,A0118150101,90023026,39
2019-09-01,A0118150101,90023027,31
2019-09-01,A0118150101,90023029,8
2019-09-01,A0118150101,90023030,59
2019-09-01,A0118150101,90024183,1
2019-09-01,A0118150101,90026205,2
2019-09-01,A0118150101,90027207,12
2019-10-01,A0118150101,70002017,40
2019-10-01,A0118150101,70002018,32
2019-10-01,A0118150101,70003181,42
2019-10-01,A0118150101,70003182,103
2019-10-01,A0118150101,70004069,6
2019-10-01,A0118150101,70004070,8
2019-10-01,A0118150101,70006157,20
2019-10-01,A0118150101,70006158,12
2019-10-01,A0118150101,70007198,49
2019-10-01,A0118150101,70008169,86
2019-10-01,A0118150101,70008170,52
2019-10-01,A0118150101,70009133,17
2019-10-01,A0118150101,70009134,11
2019-10-01,A0118150101,70010048,30
2019-10-01,A0118150101,70011193,64
2019-10-01,A0118150101,70011194,38
2019-10-01,A0118150101,70012042,25
2019-10-01,A0118150101,70013125,29
2019-10-01,A0118150101,70013126,28
2019-10-01,A0118150101,70014142,30
2019-10-01,A0118150101,70015152,7
2019-10-01,A0118150101,70016177,16
2019-10-01,A0118150101,70016178,11
2019-10-01,A0118150101,70017060,16
2019-10-01,A0118150101,70019204,2
2019-10-01,A0118150101,70020104,2
2019-10-01,A0118150101,70021096,14
2019-10-01,A0118150101,70022084,62
2019-10-01,A0118150101,70022085,53
2019-10-01,A0118150101,70023032,59
2019-10-01,A0118150101,70026206,19
2019-10-01,A0118150101,70027208,22
2019-10-01,A0118150101,80006154,276
2019-10-01,A0118150101,80007196,161
2019-10-01,A0118150101,90001020,65
2019-10-01,A0118150101,90001021,49
2019-10-01,A0118150101,90002001,125
2019-10-01,A0118150101,90002002,129
2019-10-01,A0118150101,90002004,61
2019-10-01,A0118150101,90002005,181
2019-10-01,A0118150101,90002006,94
2019-10-01,A0118150101,90002008,119
2019-10-01,A0118150101,90002009,78
2019-10-01,A0118150101,90002010,178
2019-10-01,A0118150101,90002012,171
2019-10-01,A0118150101,90002013,186
2019-10-01,A0118150101,90002014,210
2019-10-01,A0118150101,90002016,148
2019-10-01,A0118150101,90003180,95
2019-10-01,A0118150101,90004061,2
2019-10-01,A0118150101,90004062,3
2019-10-01,A0118150101,90004064,5
2019-10-01,A0118150101,90004065,3
2019-10-01,A0118150101,90004066,4
2019-10-01,A0118150101,90004068,11
2019-10-01,A0118150101,90005160,45
2019-10-01,A0118150101,90005161,16
2019-10-01,A0118150101,90005162,18
2019-10-01,A0118150101,90006153,76
2019-10-01,A0118150101,90006156,28
2019-10-01,A0118150101,90007197,47
2019-10-01,A0118150101,90008164,44
